chr1	3205901	3671498	ENSMUSG00000051951	.	-	318.4876
chr1	4343507	4360314	ENSMUSG00000025900	.	-	26.8766
chr1	4490928	4496413	ENSMUSG00000025902	.	-	0.5449
chr1	4773206	4785739	ENSMUSG00000033845	.	-	4.0677
chr1	4807788	4886770	ENSMUSG00000025903	.	+	60.1114
chr1	4857814	4897909	ENSMUSG00000033813	.	+	19.9414
chr1	4879202	4880669	ENSMUSG00000062588	.	-	0
chr1	4909576	5070285	ENSMUSG00000002459	.	-	160.706
chr1	5083173	5162549	ENSMUSG00000033793	.	+	30.9907
chr1	5588493	5606131	ENSMUSG00000025905	.	+	38.4906
chr1	5913707	5917398	ENSMUSG00000033774	.	-	8.6297
chr1	6206197	6276648	ENSMUSG00000025907	.	+	31.8587
chr1	6214612	6215292	ENSMUSG00000073741	.	-	.
chr1	6359331	6394731	ENSMUSG00000087247	.	+	85.0678
chr1	6487231	6860940	ENSMUSG00000033740	.	+	1058.3934
chr1	7088920	7173628	ENSMUSG00000051285	.	+	83.1305
chr1	8361475	9299878	ENSMUSG00000025909	.	-	743.7897
chr1	9545408	9547454	ENSMUSG00000061024	.	+	0.0769
chr1	9547948	9577970	ENSMUSG00000025911	.	+	41.4164
chr1	9560832	9631175	ENSMUSG00000079671	.	-	97.1659
chr1	9601199	9627143	ENSMUSG00000067879	.	+	20.8961
chr1	9667415	9700209	ENSMUSG00000025912	.	-	54.7001
chr1	9718622	9748382	ENSMUSG00000045210	.	-	7.943
chr1	9798130	9902556	ENSMUSG00000025915	.	+	96.5116
chr1	9908638	9942085	ENSMUSG00000046101	.	+	23.8114
chr1	9960163	9967932	ENSMUSG00000099032	.	-	27.4187
chr1	9960171	9962809	ENSMUSG00000073738	.	-	7.5288
chr1	9968624	10009136	ENSMUSG00000025916	.	-	64.0494
chr1	10024602	10038127	ENSMUSG00000025917	.	-	1.4784
chr1	10038218	10136768	ENSMUSG00000056763	.	+	52.1124
chr1	10137571	10232670	ENSMUSG00000067851	.	-	36.0377
chr1	10324720	10719945	ENSMUSG00000042501	.	-	650.0763
chr1	10993465	11303682	ENSMUSG00000048960	.	+	682.6083
chr1	11414105	11975901	ENSMUSG00000057715	.	+	640.1626
chr1	11414112	11537707	ENSMUSG00000095719	.	+	139.8049
chr1	12692430	12860371	ENSMUSG00000016918	.	+	441.855
chr1	12866549	12991177	ENSMUSG00000025938	.	-	287.3371
chr1	13062019	13062348	ENSMUSG00000069620	.	+	.
chr1	13113457	13127163	ENSMUSG00000042414	.	-	22.3252
chr1	13139105	13374083	ENSMUSG00000005886	.	-	196.2777
chr1	13564702	13589864	ENSMUSG00000025935	.	-	54.0717
chr1	13624845	13660546	ENSMUSG00000025937	.	-	77.9007
chr1	13668771	13701723	ENSMUSG00000067813	.	+	61.2394
chr1	14168954	14310200	ENSMUSG00000025932	.	-	466.9079
chr1	14753346	14755966	ENSMUSG00000025930	.	-	2.0214
chr1	14755454	14758373	ENSMUSG00000054493	.	+	0.5368
chr1	14872648	14918862	ENSMUSG00000032769	.	-	94.3212
chr1	15287259	15714295	ENSMUSG00000092083	.	+	594.6471
chr1	15712303	15716367	ENSMUSG00000090498	.	+	5.9571
chr1	15805658	15843428	ENSMUSG00000025925	.	+	29.2857
chr1	15853862	15892722	ENSMUSG00000032719	.	-	82.2866
chr1	16065979	16093325	ENSMUSG00000067795	.	-	45.2947
chr1	16101295	16104662	ENSMUSG00000043716	.	-	1.8001
chr1	16105774	16133734	ENSMUSG00000025921	.	+	41.7818
chr1	16228674	16520112	ENSMUSG00000025920	.	-	230.8988
chr1	16540790	16619489	ENSMUSG00000025939	.	-	25.7949
chr1	16642766	16656865	ENSMUSG00000079658	.	-	5.0664
chr1	16665207	16678275	ENSMUSG00000025940	.	+	3.6048
chr1	16688456	16709605	ENSMUSG00000025779	.	+	32.5924
chr1	16768270	16770138	ENSMUSG00000091020	.	-	2.0047
chr1	16994938	17097889	ENSMUSG00000042686	.	-	80.116
chr1	17145362	17164271	ENSMUSG00000025777	.	+	10.8021
chr1	17601901	17630938	ENSMUSG00000067780	.	+	68.8887
chr1	17727045	17766344	ENSMUSG00000025776	.	+	96.8912
chr1	18115191	18145902	ENSMUSG00000025774	.	-	61.2335
chr1	18236473	18237443	ENSMUSG00000073735	.	-	1.7762
chr1	18250980	18265138	ENSMUSG00000067773	.	-	27.8234
chr1	18260524	18265080	ENSMUSG00000089923	.	-	11.0246
chr1	19103022	19166346	ENSMUSG00000042596	.	+	122.3125
chr1	19208914	19238734	ENSMUSG00000025927	.	+	7.6402
chr1	20057779	20618064	ENSMUSG00000043760	.	-	1052.5474
chr1	20730905	20734496	ENSMUSG00000025929	.	+	4.5503
chr1	20777151	20784270	ENSMUSG00000041872	.	-	16.3689
chr1	20802974	20820278	ENSMUSG00000041859	.	-	19.078
chr1	20890622	20938755	ENSMUSG00000025931	.	+	92.9242
chr1	20951626	20990838	ENSMUSG00000041809	.	+	60.8698
chr1	20996296	21079229	ENSMUSG00000041779	.	-	138.4566
chr1	21218575	21230167	ENSMUSG00000025933	.	+	12.2461
chr1	21240589	21265361	ENSMUSG00000025934	.	+	53.9594
chr1	21272338	21273082	ENSMUSG00000096375	.	+	0
chr1	21349641	21352200	ENSMUSG00000067750	.	+	2.2425
chr1	21368331	21370845	ENSMUSG00000041722	.	+	1.8982
chr1	21383556	21386373	ENSMUSG00000085079	.	+	1.3587
chr1	21398403	21961942	ENSMUSG00000028033	.	-	469.7387
chr1	22286251	22805994	ENSMUSG00000041670	.	-	208.5011
chr1	23100473	23102253	ENSMUSG00000073730	.	-	1.869
chr1	23255987	23256406	ENSMUSG00000073729	.	-	.
chr1	23366424	23383175	ENSMUSG00000026158	.	-	16.0109
chr1	23761753	23849158	ENSMUSG00000026156	.	+	93.235
chr1	23844846	23922317	ENSMUSG00000026155	.	-	30.0914
chr1	23995939	24005656	ENSMUSG00000026154	.	-	6.5616
chr1	24005505	24005894	ENSMUSG00000096985	.	+	.
chr1	24010758	24100341	ENSMUSG00000026153	.	-	100.6508
chr1	24177610	24252684	ENSMUSG00000026147	.	+	177.7221
chr1	24261890	24587472	ENSMUSG00000026141	.	-	634.072
chr1	24612404	24612700	ENSMUSG00000067736	.	-	.
chr1	24678544	24766299	ENSMUSG00000073725	.	+	51.1569
chr1	25067476	25829707	ENSMUSG00000033569	.	-	331.4998
chr1	25830657	25831878	ENSMUSG00000052558	.	+	0.0909
chr1	26681814	26687460	ENSMUSG00000073722	.	-	10.8543
chr1	28776144	28780252	ENSMUSG00000048411	.	-	4.6812
chr1	30718554	30719961	ENSMUSG00000053185	.	-	1.8002
chr1	30802342	30863256	ENSMUSG00000048874	.	-	19.8711
chr1	30940303	30949770	ENSMUSG00000026064	.	-	2.4361
chr1	30976950	30978965	ENSMUSG00000086151	.	-	1.5761
chr1	30997867	30999905	ENSMUSG00000087346	.	-	1.5606
chr1	31141078	31222661	ENSMUSG00000086727	.	-	189.6335
chr1	31176406	31204656	ENSMUSG00000050217	.	+	63.7428
chr1	31222839	31224287	ENSMUSG00000026063	.	+	1.4689
chr1	31286945	31287706	ENSMUSG00000094215	.	+	1.9168
chr1	32172806	32657738	ENSMUSG00000026058	.	+	486.661
chr1	32543546	32547293	ENSMUSG00000091318	.	-	0.4976
chr1	33453811	33669786	ENSMUSG00000026134	.	-	503.8295
chr1	33669843	33670712	ENSMUSG00000044744	.	+	0
chr1	33719882	33742564	ENSMUSG00000004768	.	+	9.6087
chr1	33745484	33757794	ENSMUSG00000042215	.	-	8.2144
chr1	33760472	33814595	ENSMUSG00000042197	.	-	28.5202
chr1	33852052	33907816	ENSMUSG00000042182	.	-	48.7629
chr1	33908225	34308652	ENSMUSG00000026131	.	+	165.5222
chr1	34436671	34439672	ENSMUSG00000042111	.	-	0.1818
chr1	34439851	34445736	ENSMUSG00000026127	.	+	0.4587
chr1	34459746	34473775	ENSMUSG00000026126	.	+	14.1667
chr1	34498430	34503062	ENSMUSG00000026125	.	+	2.9711
chr1	34535648	34544311	ENSMUSG00000026124	.	+	8.1452
chr1	34543975	34560943	ENSMUSG00000037529	.	-	10.6254
chr1	34579224	34579613	ENSMUSG00000045815	.	-	.
chr1	34579693	34590938	ENSMUSG00000045174	.	+	1.8947
chr1	34678188	34813309	ENSMUSG00000037509	.	+	118.0608
chr1	34813219	34843065	ENSMUSG00000037503	.	-	6.2022
chr1	34849976	34879580	ENSMUSG00000026123	.	+	10.1414
chr1	36068400	36106446	ENSMUSG00000045216	.	+	8.7679
chr1	36141530	36244305	ENSMUSG00000037470	.	-	27.5571
chr1	36264602	36273425	ENSMUSG00000047180	.	-	6.448
chr1	36307733	36324029	ENSMUSG00000037447	.	+	4.9946
chr1	36335730	36369181	ENSMUSG00000010453	.	-	8.0209
chr1	36422065	36445271	ENSMUSG00000001143	.	-	9.121
chr1	36471620	36508764	ENSMUSG00000037408	.	+	12.6472
chr1	36511867	36528237	ENSMUSG00000001138	.	+	1.9042
chr1	36530534	36535729	ENSMUSG00000067653	.	-	0.3636
chr1	36538173	36547201	ENSMUSG00000079610	.	-	3.9749
chr1	36548642	36558349	ENSMUSG00000026121	.	-	1.0802
chr1	36562694	36683183	ENSMUSG00000046337	.	-	100.5743
chr1	36691487	36693385	ENSMUSG00000061518	.	+	0
chr1	36699202	36714422	ENSMUSG00000037351	.	-	0.9532
chr1	36761861	36782816	ENSMUSG00000026117	.	+	7.9789
chr1	36792191	36939527	ENSMUSG00000026116	.	-	75.5236
chr1	37026596	37076996	ENSMUSG00000050122	.	+	58.5293
chr1	37153844	37187605	ENSMUSG00000026115	.	+	48.8614
chr1	37218336	37263384	ENSMUSG00000026114	.	+	31.5933
chr1	37299865	37410736	ENSMUSG00000026113	.	+	28.623
chr1	37417084	37430103	ENSMUSG00000026112	.	-	1.6843
chr1	37430170	37439124	ENSMUSG00000026111	.	+	0.456
chr1	37439340	37541016	ENSMUSG00000026110	.	-	39.608
chr1	37611677	37720085	ENSMUSG00000026090	.	-	25.4585
chr1	37754572	37865298	ENSMUSG00000060771	.	-	85.9576
chr1	37871738	37877387	ENSMUSG00000037216	.	+	1.1825
chr1	37874801	37890411	ENSMUSG00000026088	.	-	3.7407
chr1	37890477	37898535	ENSMUSG00000026087	.	+	1.6053
chr1	37905921	37916493	ENSMUSG00000061584	.	-	6.0459
chr1	37946736	37957759	ENSMUSG00000026085	.	-	5.6474
chr1	37983867	37997346	ENSMUSG00000058407	.	-	1.9181
chr1	37998010	38055579	ENSMUSG00000026083	.	+	17.0419
chr1	38052787	38129662	ENSMUSG00000026082	.	-	31.5003
chr1	38177326	38664955	ENSMUSG00000037138	.	-	517.5229
chr1	38793669	38836090	ENSMUSG00000048814	.	-	8.4051
chr1	38863877	38898160	ENSMUSG00000026080	.	-	16.4854
chr1	38939149	38950278	ENSMUSG00000067604	.	+	15.207
chr1	38987814	38997236	ENSMUSG00000026078	.	+	1.8029
chr1	39193731	39363234	ENSMUSG00000026077	.	+	81.823
chr1	39367851	39371908	ENSMUSG00000073702	.	+	0
chr1	39371499	39478747	ENSMUSG00000003134	.	-	76.8647
chr1	39534992	39546881	ENSMUSG00000003135	.	+	1.8009
chr1	39551296	39577405	ENSMUSG00000048234	.	-	17.0382
chr1	39618406	39651182	ENSMUSG00000050967	.	-	9.8666
chr1	39665306	39720997	ENSMUSG00000057173	.	-	92.234
chr1	39804141	39805332	ENSMUSG00000091937	.	-	0.83
chr1	39900913	40026310	ENSMUSG00000026074	.	+	89.4272
chr1	40084768	40125219	ENSMUSG00000026073	.	+	68.9851
chr1	40225080	40316198	ENSMUSG00000026072	.	+	180.4402
chr1	40324627	40365471	ENSMUSG00000070942	.	+	80.1679
chr1	40429570	40465415	ENSMUSG00000026069	.	+	60.1641
chr1	40465552	40500854	ENSMUSG00000026070	.	+	106.3287
chr1	40515362	40551705	ENSMUSG00000026068	.	+	66.8729
chr1	40580227	40630731	ENSMUSG00000026065	.	+	133.8814
chr1	40681712	40768885	ENSMUSG00000026062	.	+	201.952
chr1	40772038	40790687	ENSMUSG00000041945	.	-	28.8299
chr1	40805601	40855944	ENSMUSG00000079588	.	+	115.3973
chr1	42229726	42231108	ENSMUSG00000053640	.	+	0
