chr1	3097060	3097903	0	0.2679
chr1	3124940	3125814	1	0.3667
chr1	3133718	3134562	2	0.4525
chr1	3184117	3184943	3	1.7523
chr1	3257069	3257939	4	0
chr1	3319419	3320258	5	0
chr1	3367118	3367950	6	0
chr1	3434160	3434983	7	0
chr1	3561837	3562677	8	0
chr1	3858788	3859613	9	0
chr1	3940502	3941364	10	0.3333
chr1	4062752	4063582	11	0.1667
chr1	4142097	4142976	12	0.2
chr1	4143907	4144735	13	0
chr1	4283196	4284016	14	0
chr1	4489690	4490513	15	0.1
chr1	4669377	4670216	16	1.2
chr1	4681966	4682791	17	0.1111
chr1	4730047	4730878	18	0
chr1	4849371	4850198	19	0
chr1	4936988	4937808	20	0
chr1	5087504	5088344	21	0
chr1	5129892	5130714	22	0.2
chr1	5154684	5155510	23	0.1667
chr1	5172649	5173469	24	0.2778
chr1	5198880	5199703	25	0.2
chr1	5929823	5930647	26	0.4679
chr1	6094934	6095760	27	0
chr1	6250307	6251132	28	0
chr1	6441623	6442464	29	0.1429
chr1	6464162	6465010	30	0.7
chr1	6599690	6600524	31	0
chr1	6733968	6734802	32	0
chr1	6803676	6804499	33	0.2
chr1	6985394	6986214	34	0.2338
chr1	7002857	7003683	35	0.762
chr1	7005428	7006285	36	0.125
chr1	7101312	7102140	37	0.1429
chr1	7101905	7102726	38	0
chr1	7116008	7116834	39	0.3651
chr1	7151836	7152668	40	0
chr1	7289106	7289944	41	0.2857
chr1	7355868	7356716	42	0.2
chr1	7363831	7364666	43	0.2778
chr1	7624331	7625166	44	0
chr1	7641842	7642670	45	0.5429
chr1	7684272	7685095	46	0
chr1	7694367	7695197	47	1.1108
chr1	7867065	7867934	48	0.1667
chr1	8064045	8064877	49	0
chr1	8335881	8336854	50	0.762
chr1	8374005	8374832	51	0.4
chr1	8468479	8469319	52	0
chr1	8535714	8536540	53	0.2
chr1	8623907	8624742	54	0.1667
chr1	8761566	8762415	55	0.2
chr1	8808476	8809317	56	0.5667
chr1	8826846	8827691	57	0
chr1	8863398	8864394	58	0
chr1	8995643	8996487	59	0
chr1	9053275	9054147	60	0.2
chr1	9131456	9132296	61	0
chr1	9156288	9157112	62	0
chr1	9192648	9193576	63	.
chr1	9339880	9340718	64	0.5667
chr1	9351857	9352704	65	0
chr1	9521957	9522820	66	0
chr1	9550601	9551425	67	0.3333
chr1	9648832	9649652	68	0
chr1	9774517	9775363	69	0.2
chr1	9806192	9807017	70	0.375
chr1	9829983	9830808	71	0.3333
chr1	9846621	9847463	72	1.2
chr1	9969339	9970159	73	1
chr1	10085040	10085860	74	0.254
chr1	10332963	10333800	75	0.5001
chr1	10447589	10448419	76	0
chr1	10545979	10546804	77	0.475
chr1	10559815	10560675	78	0.3667
chr1	10653610	10654448	79	0.2
chr1	10808448	10809283	80	0.1429
chr1	10812921	10813741	81	0.4
chr1	11036059	11036889	82	0.3667
chr1	11055702	11056542	83	0.4
chr1	11088189	11089012	84	0.1667
chr1	11124671	11125513	85	0.3096
chr1	11161513	11162340	86	0.2917
chr1	11316806	11317632	87	0
chr1	11424666	11425492	88	0.2
chr1	11449506	11450345	89	0.4
chr1	11562736	11563646	90	0.4346
chr1	11600783	11601608	91	0.1429
chr1	11747406	11748227	92	0.2
chr1	11922223	11923052	93	0.2858
chr1	11932115	11932942	94	0.3667
chr1	12021868	12022695	95	0.2
chr1	12104072	12104892	96	0.9195
chr1	12232461	12233282	97	1.1667
chr1	12337188	12338044	98	0.9857
chr1	12553561	12554388	99	0
chr1	12594217	12595077	100	0.1667
chr1	12784321	12785149	101	0.2
chr1	12813170	12814006	102	1
chr1	13019277	13020097	103	0.4
chr1	13025939	13026771	104	0.4763
chr1	13050804	13051644	105	0.3667
chr1	13116991	13117811	106	0.0909
chr1	13127013	13127833	107	0
chr1	13312033	13312868	108	0.1667
