	SRR1914886	SRR1914888	SRR1914890	SRR1914885	SRR1914887	SRR1914889
ENSMUSG00000026005.15	2331	1620	2153	2191	2356	1891
ENSMUSG00000026009.14	5	9	4	6	4	10
ENSMUSG00000026011.13	4	5	12	5	0	1
ENSMUSG00000026012.2	11	13	19	20	9	15
ENSMUSG00000026014.15	11019	8615	11972	10039	8443	8870
ENSMUSG00000026017.13	3916	2732	3708	3423	3140	3227
ENSMUSG00000026018.12	6747	4695	6278	5859	5790	5020
ENSMUSG00000026019.15	6707	4643	6457	5678	5805	5268
ENSMUSG00000026020.9	9533	6382	8136	8131	8467	7324
ENSMUSG00000026021.15	11652	7137	9913	9333	10173	8244
ENSMUSG00000026023.16	106	70	90	71	72	74
ENSMUSG00000026024.14	8777	6290	8525	7800	7327	7169
ENSMUSG00000026027.13	5641	3982	5301	5075	4680	4416
ENSMUSG00000026028.12	22786	15225	22322	22067	22748	20057
ENSMUSG00000026029.14	231	183	259	250	274	243
ENSMUSG00000026031.15	3588	2426	3346	3017	2759	2698
ENSMUSG00000026032.8	6122	3878	5321	5036	5667	4735
ENSMUSG00000026034.17	19372	12961	18029	19974	16874	17076
ENSMUSG00000026035.15	2443	1573	2136	1931	2123	1748
ENSMUSG00000026036.17	4210	2861	4144	3843	3690	3408
ENSMUSG00000026037.14	4849	3306	4514	4370	4315	3812
ENSMUSG00000026039.9	173	140	186	139	134	150
ENSMUSG00000026042.16	1166	902	1117	793	649	837
ENSMUSG00000026043.18	332	326	539	584	251	459
ENSMUSG00000026047.13	1552	1122	1674	1446	1353	1323
ENSMUSG00000026048.16	3614	2656	3628	3399	3198	2937
ENSMUSG00000026049.11	538	292	449	418	450	369
ENSMUSG00000026051.8	267	114	590	179	195	213
ENSMUSG00000026058.11	2125	1488	1910	1998	1948	1839
ENSMUSG00000026062.12	418	360	410	562	443	458
ENSMUSG00000026063.4	0	0	0	0	0	0
ENSMUSG00000026064.16	776	598	823	636	758	521
ENSMUSG00000026065.8	14	26	20	23	17	26
ENSMUSG00000026068.11	496	416	539	491	439	450
ENSMUSG00000026069.15	112	78	99	96	67	66
ENSMUSG00000026070.15	230	190	221	242	178	189
ENSMUSG00000026072.12	521	481	708	733	575	556
ENSMUSG00000026073.13	83	68	103	58	72	58
ENSMUSG00000026074.15	21445	16790	22813	21647	18684	19794
ENSMUSG00000026077.15	2100	1725	2354	2790	2511	2320
ENSMUSG00000026078.10	4561	3009	4019	3523	3764	3114
ENSMUSG00000026080.13	13755	9704	13311	12202	12051	10636
ENSMUSG00000026082.11	5400	3648	4817	4689	4698	4447
ENSMUSG00000026083.12	12053	9075	12285	11734	10838	10249
ENSMUSG00000026085.11	0	3	0	0	0	0
ENSMUSG00000026087.11	4627	3045	4074	3808	4207	3513
ENSMUSG00000026088.15	824	620	857	785	688	650
ENSMUSG00000026090.16	4455	3290	5199	4768	4721	4476
ENSMUSG00000026094.14	658	378	599	546	595	482
ENSMUSG00000026095.15	2967	1971	2643	2417	2458	2159
ENSMUSG00000026096.14	2697	1751	2484	2307	2495	2146
ENSMUSG00000026097.9	1714	1128	1508	1409	1435	1230
ENSMUSG00000026098.13	720	498	776	716	675	645
ENSMUSG00000026100.6	10	0	9	7	2	6
ENSMUSG00000026102.9	6395	4615	6137	6512	6257	5633
ENSMUSG00000026103.14	50761	36743	50483	48679	46999	43618
ENSMUSG00000026104.14	3368	2471	3451	4504	4031	4349
ENSMUSG00000026107.11	1370	918	1337	1275	1214	1132
ENSMUSG00000026109.14	11146	7136	10303	9791	10628	9134
ENSMUSG00000026110.15	8634	6642	8694	9744	9260	8816
ENSMUSG00000026111.15	4985	3230	4615	4179	4532	3795
ENSMUSG00000026112.7	13447	9269	12123	10494	11456	9820
ENSMUSG00000026113.17	25039	18974	25198	24099	22636	21555
ENSMUSG00000026114.14	426	281	315	261	231	289
ENSMUSG00000026116.11	15537	12910	17708	17059	14440	14405
ENSMUSG00000026117.10	943	699	806	860	860	668
ENSMUSG00000026121.13	2444	1950	2665	2317	2063	2102
ENSMUSG00000026123.11	49560	34698	45793	44892	45792	41634
ENSMUSG00000026124.4	4	0	2	1	2	0
ENSMUSG00000026125.9	0	1	0	0	0	0
ENSMUSG00000026126.15	244	196	243	279	237	197
ENSMUSG00000026127.13	4557	3500	4785	4440	4406	4097
ENSMUSG00000026131.18	123735	98890	134739	148680	130495	138753
ENSMUSG00000026134.11	1226	877	1174	1257	1268	1213
ENSMUSG00000026135.17	7641	5785	7589	7738	6781	6927
ENSMUSG00000026141.13	1292	997	1284	1656	1207	1676
ENSMUSG00000026142.15	1853	1382	1814	1824	1700	1751
ENSMUSG00000026147.16	191	102	153	151	136	126
ENSMUSG00000026149.2	4	2	1	7	0	1
ENSMUSG00000026150.14	26938	18115	24324	24224	25824	22343
ENSMUSG00000026153.15	6738	4434	6173	6208	6565	5979
ENSMUSG00000026154.4	1816	1105	1469	1448	1616	1382
ENSMUSG00000026155.13	9848	7377	9976	9665	9294	8934
ENSMUSG00000026156.8	6424	4390	5718	5661	6274	5109
ENSMUSG00000026158.11	19520	13226	18998	19065	20386	16319
ENSMUSG00000026159.13	19208	13632	18849	17443	16607	15291
ENSMUSG00000026162.7	268	203	240	283	229	223
ENSMUSG00000026163.17	23396	16263	24529	20799	19756	19846
ENSMUSG00000026166.14	2	0	2	0	0	0
ENSMUSG00000026167.14	227	148	192	212	221	208
ENSMUSG00000026170.6	903	778	1041	1050	887	874
ENSMUSG00000026171.12	7797	5919	7460	6965	6639	6334
ENSMUSG00000026172.12	2494	1877	2388	2440	2339	2186
ENSMUSG00000026173.15	3855	3125	4360	4044	3417	3463
ENSMUSG00000026174.9	4395	3042	4252	4023	3899	3729
ENSMUSG00000026175.12	264	153	230	152	132	121
ENSMUSG00000026176.13	4412	3054	3954	3799	3860	3647
ENSMUSG00000026177.11	287	219	246	244	268	231
ENSMUSG00000026179.14	24207	19293	25826	27552	24967	27489
ENSMUSG00000026180.8	173	155	200	183	159	167
ENSMUSG00000026181.13	18495	13203	17299	16722	16851	15743
ENSMUSG00000026182.6	1	0	1	0	0	0
ENSMUSG00000026185.8	35587	24615	32595	22952	22294	22353
ENSMUSG00000026187.8	3354	2239	3049	2747	2651	2492
ENSMUSG00000026188.11	2975	2136	2853	2562	2360	2237
ENSMUSG00000026189.13	449	348	437	481	408	421
ENSMUSG00000026192.13	5730	4469	5679	6151	5395	5204
ENSMUSG00000026193.15	2501	3539	4723	5593	2660	3670
ENSMUSG00000026196.7	304	212	312	454	373	420
ENSMUSG00000026197.12	2078	1506	2013	1807	1831	1666
ENSMUSG00000026198.15	3599	2846	3672	3181	3024	2926
ENSMUSG00000026199.17	4891	3798	5263	5493	4616	4513
ENSMUSG00000026200.13	1726	1423	1857	1609	1400	1529
ENSMUSG00000026201.12	7819	5478	7254	7065	7189	6246
ENSMUSG00000026202.13	45825	35843	48968	41957	38745	38215
ENSMUSG00000026203.16	18911	13840	18792	18623	16670	16706
ENSMUSG00000026204.15	79469	65283	81261	72781	62811	63376
ENSMUSG00000026205.8	7	4	6	1	4	2
ENSMUSG00000026207.16	11299	8871	11250	10166	8890	9479
ENSMUSG00000026208.9	92	139	183	162	81	123
ENSMUSG00000026209.15	4211	2925	3889	3358	3328	3270
ENSMUSG00000026211.17	4353	3439	4646	4197	3764	3758
ENSMUSG00000026213.15	4959	3974	5311	4803	4276	4285
ENSMUSG00000026219.14	37290	27739	37801	34200	32092	31270
ENSMUSG00000026220.6	867	582	906	580	536	520
ENSMUSG00000026222.16	341	315	472	441	329	396
ENSMUSG00000026223.15	94504	64818	84770	72031	73136	68885
ENSMUSG00000026224.11	550	314	450	446	381	436
ENSMUSG00000026226.16	94	55	70	47	67	59
ENSMUSG00000026227.11	1707	1051	1357	1394	1515	1248
ENSMUSG00000026228.6	26	16	23	24	29	23
ENSMUSG00000026229.17	24580	17156	22275	22171	22057	19967
ENSMUSG00000026234.12	42200	28125	38447	37500	39025	34791
ENSMUSG00000026235.14	14200	11421	16925	20578	16481	16311
ENSMUSG00000026237.5	44	27	35	29	20	27
ENSMUSG00000026238.14	38033	25765	35366	33077	35648	30580
ENSMUSG00000026239.14	5041	3307	4468	4004	4119	3628
ENSMUSG00000026240.12	3102	2232	2988	2794	2753	2597
ENSMUSG00000026241.5	616	454	583	431	498	433
ENSMUSG00000026245.16	9630	7249	9494	9034	8952	8325
ENSMUSG00000026246.12	0	0	0	0	1	0
ENSMUSG00000026247.13	15021	12015	13278	9827	11161	10232
ENSMUSG00000026248.9	2704	1820	2287	2321	2533	2186
ENSMUSG00000026249.10	35369	25860	35229	33633	31948	30402
ENSMUSG00000026251.13	18	12	28	19	10	14
ENSMUSG00000026253.14	1	1	3	1	4	3
ENSMUSG00000026254.17	10166	7109	9794	8783	8523	7668
ENSMUSG00000026255.15	2998	2325	3392	3287	3110	3263
ENSMUSG00000026258.5	25	8	17	14	12	15
ENSMUSG00000026259.14	10922	8248	10016	9395	9316	8571
ENSMUSG00000026260.12	17109	12291	17011	16769	16731	15170
ENSMUSG00000026269.14	5850	4642	6099	5893	5249	5271
ENSMUSG00000026270.11	5664	3730	4989	4945	4952	4362
ENSMUSG00000026271.15	303	226	324	324	257	260
ENSMUSG00000026272.6	1	5	1	0	0	0
ENSMUSG00000026273.13	2152	1360	2094	1938	1901	1603
ENSMUSG00000026274.11	1252	1016	1283	1047	782	890
ENSMUSG00000026275.13	13069	8867	11981	10981	10957	10542
ENSMUSG00000026276.20	1733	1134	1513	1393	1322	1307
ENSMUSG00000026277.14	33909	24156	32486	30158	28745	26152
ENSMUSG00000026278.14	7171	4552	6754	6806	7511	5430
ENSMUSG00000026279.14	3399	2305	3123	2929	2937	2657
ENSMUSG00000026280.17	10609	7788	10551	10037	9854	9433
ENSMUSG00000026281.15	3575	2647	3380	3416	3141	2961
ENSMUSG00000026283.13	2701	1797	2511	2363	2412	2109
ENSMUSG00000026285.7	9	4	8	1	9	5
ENSMUSG00000026288.14	1067	837	1118	1046	1025	971
ENSMUSG00000026289.15	9382	6857	9667	9338	8380	8128
ENSMUSG00000026295.12	244	131	184	183	24	191
ENSMUSG00000026301.16	621	498	808	575	466	644
ENSMUSG00000026303.6	523	427	597	578	484	567
ENSMUSG00000026304.13	3	8	3	4	5	6
ENSMUSG00000026305.15	7547	6170	8097	8010	6988	6783
ENSMUSG00000026307.12	2984	2211	3113	2981	3073	2826
ENSMUSG00000026308.8	74	58	89	88	77	70
ENSMUSG00000026309.14	6431	4821	6235	5970	5644	5362
ENSMUSG00000026311.16	7995	5626	7538	7042	7220	6490
ENSMUSG00000026312.17	3650	2496	3486	2799	2573	2533
ENSMUSG00000026313.16	7345	5021	6566	6645	7066	5944
ENSMUSG00000026315.13	79	48	81	49	38	50
ENSMUSG00000026317.7	3959	2870	3981	3807	3835	3476
ENSMUSG00000026319.13	12225	8763	12048	11460	10915	10481
ENSMUSG00000026321.7	930	741	1080	1189	995	1061
ENSMUSG00000026322.9	878	619	904	699	652	581
ENSMUSG00000026327.8	40	23	44	3	2	3
ENSMUSG00000026331.13	15	6	15	12	9	11
ENSMUSG00000026333.14	1121	747	1074	1095	1034	1039
ENSMUSG00000026335.16	41811	31775	39414	43806	40450	38092
ENSMUSG00000026336.13	2	1	1	1	0	1
ENSMUSG00000026339.18	6599	5411	7401	7280	6087	6331
ENSMUSG00000026341.16	20575	14098	18565	17748	18794	16411
ENSMUSG00000026342.10	3133	2142	2762	2567	2561	2299
ENSMUSG00000026343.6	15	8	11	16	5	15
ENSMUSG00000026344.9	12322	8714	11039	14657	17022	13446
ENSMUSG00000026347.13	7007	5161	6857	6591	6114	5604
ENSMUSG00000026348.7	90	81	94	74	69	83
ENSMUSG00000026349.14	15257	11514	16112	16331	13862	14560
ENSMUSG00000026353.9	12559	8973	12091	11578	10823	10427
ENSMUSG00000026354.8	15	15	108	16	10	21
ENSMUSG00000026355.11	279	201	331	313	288	243
ENSMUSG00000026356.15	7257	4897	6760	6223	6365	5815
ENSMUSG00000026357.3	7	0	7	6	7	7
ENSMUSG00000026358.13	14	5	7	5	9	4
ENSMUSG00000026360.9	8608	5413	7104	6700	6831	6005
ENSMUSG00000026361.9	8473	5638	7915	7539	7497	7017
ENSMUSG00000026365.15	1542	1319	1874	2210	1683	1750
ENSMUSG00000026368.6	1	6	1	0	0	0
ENSMUSG00000026374.14	14880	10239	13609	12833	13464	11771
ENSMUSG00000026377.12	3007	2012	2665	2483	2705	2317
ENSMUSG00000026380.10	422	284	418	467	441	433
ENSMUSG00000026383.14	2961	2221	2975	3237	2812	2819
ENSMUSG00000026384.13	35086	23646	37497	40337	40934	32795
ENSMUSG00000026385.16	9799	6156	8829	8174	8095	7621
ENSMUSG00000026387.15	106	99	141	131	88	130
ENSMUSG00000026388.15	247	174	215	222	190	210
ENSMUSG00000026389.16	1068	707	949	945	912	823
ENSMUSG00000026390.7	7	2	3	4	3	3
ENSMUSG00000026393.10	9813	5757	8591	8648	9860	8188
ENSMUSG00000026394.5	32	29	36	27	28	33
ENSMUSG00000026395.16	437	318	425	418	453	428
ENSMUSG00000026398.14	147	125	114	161	162	160
ENSMUSG00000026399.12	1090	741	1101	776	793	713
ENSMUSG00000026401.15	15	7	9	5	8	5
ENSMUSG00000026404.12	1371	842	1137	1241	1205	1094
ENSMUSG00000026405.14	243	227	306	270	221	222
ENSMUSG00000026407.17	548	344	492	291	333	259
ENSMUSG00000026409.14	7479	5746	7696	7797	6871	6999
ENSMUSG00000026411.17	10032	6912	8885	8642	8910	7839
ENSMUSG00000026413.12	12	9	9	9	10	8
ENSMUSG00000026414.13	660	395	573	534	494	426
ENSMUSG00000026415.11	4	3	4	2	2	3
ENSMUSG00000026416.12	0	0	0	0	0	0
ENSMUSG00000026417.13	10	57	8	8	4	14
ENSMUSG00000026418.16	120	87	118	110	135	134
ENSMUSG00000026420.16	0	0	1	0	1	0
ENSMUSG00000026421.14	34442	24247	34053	34805	36383	32733
ENSMUSG00000026424.8	25590	20728	28005	26628	25938	23804
ENSMUSG00000026425.15	13195	10187	14259	13626	12116	12328
ENSMUSG00000026426.10	24457	17478	22832	20671	20389	18659
ENSMUSG00000026427.16	4963	3561	4808	4827	4347	4264
ENSMUSG00000026429.9	202	147	221	195	194	163
ENSMUSG00000026430.16	5246	3854	5296	6109	5902	5673
ENSMUSG00000026432.7	8	8	11	5	7	14
ENSMUSG00000026433.13	370	263	368	338	312	290
ENSMUSG00000026434.12	14073	9745	13469	12760	13037	11792
ENSMUSG00000026435.15	403	338	537	506	481	483
ENSMUSG00000026436.15	2886	2093	2804	2960	2790	2728
ENSMUSG00000026437.11	11240	8792	11130	9252	9096	8648
ENSMUSG00000026439.14	7293	5571	7541	7297	6550	6615
ENSMUSG00000026442.14	58024	48325	67078	58447	50652	55864
ENSMUSG00000026443.3	16992	13214	17695	17657	16193	15013
ENSMUSG00000026447.16	5314	5038	6839	6157	4476	5246
ENSMUSG00000026450.14	11	11	12	6	11	8
ENSMUSG00000026452.15	10242	9320	13192	19244	14834	22200
ENSMUSG00000026455.14	6183	4483	5979	5443	5220	4920
ENSMUSG00000026456.18	2781	2154	2683	2234	2346	1992
ENSMUSG00000026457.14	10126	7053	9947	9379	9328	8612
ENSMUSG00000026458.13	24920	18906	25177	21653	19069	19106
ENSMUSG00000026459.5	11	9	9	7	3	6
ENSMUSG00000026463.17	24353	19457	24142	20248	18020	19169
ENSMUSG00000026466.16	7295	4858	6762	6758	6840	6145
ENSMUSG00000026468.14	53	23	58	59	31	52
ENSMUSG00000026469.14	28811	20490	27523	27350	28371	25036
ENSMUSG00000026470.14	7994	5709	7332	7481	7633	7142
ENSMUSG00000026471.14	1742	1000	1453	1498	1580	1405
ENSMUSG00000026473.15	93048	73561	106619	114889	105973	100854
ENSMUSG00000026475.7	8987	6372	10305	11197	10253	7627
ENSMUSG00000026478.14	4602	4531	6083	6206	4563	5469
ENSMUSG00000026479.13	322	269	391	350	270	305
ENSMUSG00000026480.12	444	354	532	506	436	407
ENSMUSG00000026482.13	10343	7407	9492	11220	11438	10481
ENSMUSG00000026483.13	392	283	423	443	361	515
ENSMUSG00000026484.13	3527	2364	3096	3120	3153	2788
ENSMUSG00000026489.13	4267	2960	3875	4500	4416	4299
ENSMUSG00000026490.18	54254	40457	55956	55486	54095	49429
ENSMUSG00000026491.13	9301	6981	9385	9305	8676	8361
ENSMUSG00000026492.11	3096	2222	2994	2979	3141	2690
ENSMUSG00000026494.12	8705	6575	8632	10787	10285	9860
ENSMUSG00000026495.8	5376	3262	4384	4710	4831	4265
ENSMUSG00000026496.11	8757	6927	9672	10048	8630	8592
ENSMUSG00000026497.7	28	27	22	21	28	24
ENSMUSG00000026499.5	8103	5508	7602	7476	7168	6796
ENSMUSG00000026500.6	701	479	661	625	599	559
ENSMUSG00000026502.13	2372	1832	2416	2318	2084	2023
ENSMUSG00000026504.17	3975	2845	3750	3745	3827	3628
ENSMUSG00000026509.15	13910	10550	14623	14480	12899	13332
ENSMUSG00000026510.10	5128	3974	5577	6556	5988	6265
ENSMUSG00000026511.7	9181	6053	7757	7791	8542	7069
ENSMUSG00000026514.14	3833	2679	3954	4147	4045	3400
ENSMUSG00000026516.8	8812	7031	9342	8777	7860	7580
ENSMUSG00000026519.16	5715	4662	7162	7309	5981	7013
ENSMUSG00000026520.8	3234	2327	3123	2879	2683	2631
ENSMUSG00000026523.14	10	8	13	2	6	5
ENSMUSG00000026525.9	1094	796	1133	1165	1054	861
ENSMUSG00000026526.14	12621	8531	11606	11694	11834	10941
ENSMUSG00000026527.13	9168	6247	8827	8273	8450	7580
ENSMUSG00000026531.4	0	0	0	0	0	0
ENSMUSG00000026532.7	31	19	36	74	6	31
ENSMUSG00000026535.9	14	19	23	7	9	15
ENSMUSG00000026536.9	1	0	2	1	0	2
ENSMUSG00000026542.6	1	16	0	3	0	3
ENSMUSG00000026544.6	609	486	594	567	499	498
ENSMUSG00000026546.16	1443	1006	1291	1136	985	1087
ENSMUSG00000026547.15	1277	966	1298	1051	905	1051
ENSMUSG00000026548.4	54	26	43	41	29	37
ENSMUSG00000026553.17	31213	24804	32971	31883	28025	28780
ENSMUSG00000026554.15	22174	15536	21400	21897	20599	19715
ENSMUSG00000026556.15	5157	3917	4742	4405	4173	4091
ENSMUSG00000026558.13	3648	2628	3496	3705	3687	3441
ENSMUSG00000026560.13	3	0	0	0	1	1
ENSMUSG00000026563.13	5397	3914	5083	5189	4936	4570
ENSMUSG00000026564.9	198	156	254	233	169	145
ENSMUSG00000026565.18	7532	5564	7764	8066	6985	7229
ENSMUSG00000026566.15	3373	2502	3469	3175	3025	3124
ENSMUSG00000026567.16	95	94	141	106	94	107
ENSMUSG00000026568.6	6555	4419	5907	5817	6259	5293
ENSMUSG00000026571.12	7466	5212	7182	6794	6419	5902
ENSMUSG00000026572.11	115	101	58	66	58	53
ENSMUSG00000026573.7	3	3	3	2	1	1
ENSMUSG00000026574.5	63	47	59	57	43	47
ENSMUSG00000026575.15	1751	1128	1590	1490	1474	1264
ENSMUSG00000026576.12	194158	143770	199029	219092	209503	204880
ENSMUSG00000026577.13	2466	1635	2350	2246	2197	1951
ENSMUSG00000026578.6	3143	2133	3074	2598	2509	2341
ENSMUSG00000026579.8	157	175	646	191	133	179
ENSMUSG00000026580.16	23	12	22	15	5	12
ENSMUSG00000026581.14	134	104	120	102	111	94
ENSMUSG00000026582.6	0	3	0	1	4	2
ENSMUSG00000026584.14	3927	2991	4046	4194	3875	3796
ENSMUSG00000026585.13	40510	29496	39680	36993	36053	34276
ENSMUSG00000026586.16	1492	1094	1368	1449	1265	1207
ENSMUSG00000026587.15	49048	38786	50101	46795	43180	42837
ENSMUSG00000026589.14	146	126	176	120	116	116
ENSMUSG00000026592.13	15	9	14	14	15	20
ENSMUSG00000026594.14	9010	6253	8493	8971	8784	8118
ENSMUSG00000026596.13	11058	8182	11136	10886	10307	10124
ENSMUSG00000026600.12	5976	4560	6123	6007	5399	5304
ENSMUSG00000026601.14	268	234	274	197	208	216
ENSMUSG00000026602.9	55	32	67	74	45	38
ENSMUSG00000026603.13	10131	6971	9146	10650	10825	9975
ENSMUSG00000026604.17	997	824	1155	1304	968	1111
ENSMUSG00000026605.14	290	174	220	207	193	193
ENSMUSG00000026608.13	12676	9188	12468	13165	12811	12008
ENSMUSG00000026609.15	87	49	87	135	43	103
ENSMUSG00000026610.13	4900	3666	5418	7552	6444	8294
ENSMUSG00000026611.17	180	111	192	160	144	186
ENSMUSG00000026614.6	4653	3437	4283	3923	3875	3413
ENSMUSG00000026615.14	17477	14223	19163	18712	16419	17310
ENSMUSG00000026616.15	175	126	218	142	131	153
ENSMUSG00000026617.16	6597	4831	6740	6550	6055	5825
ENSMUSG00000026618.11	9881	7290	9685	9389	8561	8361
ENSMUSG00000026620.11	11427	8618	11471	11866	11050	10879
ENSMUSG00000026621.13	73	52	69	55	57	62
ENSMUSG00000026622.15	81	49	61	52	53	62
ENSMUSG00000026623.16	40565	28634	40494	41233	41259	37734
ENSMUSG00000026626.11	7297	5462	7503	8189	7605	7311
ENSMUSG00000026627.7	2186	1683	2138	2007	1927	1785
ENSMUSG00000026628.13	161	66	153	210	203	185
ENSMUSG00000026630.9	52	39	54	75	64	76
ENSMUSG00000026632.17	1879	1399	1828	1757	1623	1614
ENSMUSG00000026634.16	6414	4401	6029	5984	5936	5653
ENSMUSG00000026637.13	387	293	400	410	311	363
ENSMUSG00000026638.15	95	94	111	96	63	123
ENSMUSG00000026639.18	905	607	730	678	642	618
ENSMUSG00000026640.12	14583	10844	13888	12399	11729	11007
ENSMUSG00000026641.13	7250	5038	6872	6272	6250	5685
ENSMUSG00000026643.16	14462	10863	15302	15280	13524	12243
ENSMUSG00000026644.7	88	56	67	57	67	52
ENSMUSG00000026645.11	28	21	26	21	16	25
ENSMUSG00000026646.16	506	318	447	454	468	427
ENSMUSG00000026648.18	1380	1117	1440	1425	1332	1273
ENSMUSG00000026649.14	830	504	748	672	587	622
ENSMUSG00000026650.15	356	177	256	194	204	202
ENSMUSG00000026655.15	1981	1435	1914	1797	1881	1763
ENSMUSG00000026656.15	234	175	248	170	184	154
ENSMUSG00000026657.16	10774	8501	11665	11797	10484	10408
ENSMUSG00000026659.13	1851	1205	1638	1532	1809	1417
ENSMUSG00000026662.13	4101	2655	3691	3426	3498	3401
ENSMUSG00000026663.6	6841	4875	6975	6477	6245	5796
ENSMUSG00000026664.7	11588	7665	10598	11409	11803	10290
ENSMUSG00000026667.14	70716	48679	66803	69681	71954	66639
ENSMUSG00000026668.10	25	32	32	32	22	39
ENSMUSG00000026669.14	194	166	213	194	112	163
ENSMUSG00000026670.15	6318	4394	5845	5831	6197	5466
ENSMUSG00000026672.11	5236	3600	4860	4904	4384	4619
ENSMUSG00000026674.9	505	356	559	639	409	435
ENSMUSG00000026675.12	3838	2651	3560	3968	3495	3635
ENSMUSG00000026676.7	664	464	690	747	590	746
ENSMUSG00000026678.10	7198	6078	8654	9534	7367	7627
ENSMUSG00000026679.3	1051	578	929	678	659	673
ENSMUSG00000026683.14	458	326	543	393	464	386
ENSMUSG00000026686.14	966	678	920	851	831	720
ENSMUSG00000026687.14	6952	5219	6658	6812	6555	6370
ENSMUSG00000026688.5	5339	3502	4988	5007	5253	4532
ENSMUSG00000026691.10	1	1	0	1	0	0
ENSMUSG00000026692.12	51	38	47	35	40	35
ENSMUSG00000026694.19	2694	2051	2640	2532	2529	2466
ENSMUSG00000026696.15	14118	9205	12182	11728	12695	11012
ENSMUSG00000026697.10	387	175	364	243	182	355
ENSMUSG00000026698.8	2184	1440	2091	2064	1942	1776
ENSMUSG00000026700.4	1	1	0	0	1	0
ENSMUSG00000026701.15	18774	12926	17999	19676	19893	17160
ENSMUSG00000026705.16	4379	3249	4407	4221	3995	4003
ENSMUSG00000026707.15	1091	781	1056	946	901	996
ENSMUSG00000026708.16	336	231	307	299	279	297
ENSMUSG00000026709.10	2583	1876	2592	2468	2428	2268
ENSMUSG00000026712.3	231	174	325	188	168	193
ENSMUSG00000026715.12	242	522	327	337	273	276
ENSMUSG00000026718.17	11575	8409	11240	10489	10712	9682
ENSMUSG00000026721.16	19898	13445	18331	16374	16364	15264
ENSMUSG00000026723.10	1318	926	1221	1241	1282	1228
ENSMUSG00000026725.17	23	18	21	15	11	17
ENSMUSG00000026726.10	875	509	975	660	331	628
ENSMUSG00000026727.10	2452	1884	2618	2458	2279	2298
ENSMUSG00000026728.9	4598	3291	4734	5007	3190	4351
ENSMUSG00000026730.12	4899	3325	4723	5122	5709	4662
ENSMUSG00000026734.9	7	3	4	3	6	4
ENSMUSG00000026735.2	0	0	0	0	0	0
ENSMUSG00000026736.1	57	40	46	39	51	40
ENSMUSG00000026737.12	11577	8051	11911	12651	12576	12225
ENSMUSG00000026739.13	4781	3295	4720	4761	4882	4377
ENSMUSG00000026740.12	3401	2631	3661	3695	2953	3160
ENSMUSG00000026743.16	5619	4431	5735	5966	5218	5390
ENSMUSG00000026748.13	8492	5889	8272	7967	8048	7340
ENSMUSG00000026749.11	3620	2555	3581	3916	4019	3559
ENSMUSG00000026750.6	17720	10686	14579	14541	15634	13502
ENSMUSG00000026751.14	907	673	697	658	667	546
ENSMUSG00000026753.5	7009	5030	6805	6149	6327	5614
ENSMUSG00000026754.16	6273	4818	6385	5901	5503	5487
ENSMUSG00000026755.14	9110	6004	8134	7303	7877	6720
ENSMUSG00000026761.12	6804	4790	6607	6587	6526	5721
ENSMUSG00000026764.15	113799	82619	114765	107729	109763	99296
ENSMUSG00000026765.12	1711	1247	1556	2028	1812	1772
ENSMUSG00000026766.16	4335	2903	3990	4023	4155	3670
ENSMUSG00000026767.12	3939	2764	3825	4103	4055	3628
ENSMUSG00000026768.10	373	289	480	379	344	377
ENSMUSG00000026770.5	59	58	64	54	40	41
ENSMUSG00000026771.14	3813	2561	3613	3365	3378	3126
ENSMUSG00000026773.19	6719	5047	6782	6308	5703	6103
ENSMUSG00000026774.11	32	27	37	46	34	27
ENSMUSG00000026775.9	14364	9606	12826	12328	13118	11126
ENSMUSG00000026778.13	5102	2934	5332	4818	4211	4350
ENSMUSG00000026779.6	245	204	250	209	195	235
ENSMUSG00000026781.17	13865	9553	13273	13205	13191	11936
ENSMUSG00000026782.15	18465	12587	17149	15758	16090	14685
ENSMUSG00000026784.14	2065	1605	2141	2078	1968	1993
ENSMUSG00000026785.14	119	148	214	196	157	177
ENSMUSG00000026786.14	513	276	415	391	481	359
ENSMUSG00000026787.3	50657	36343	50046	33817	37663	36263
ENSMUSG00000026788.13	4032	2906	4007	3881	3770	3509
ENSMUSG00000026790.19	16603	13582	17647	16555	14201	14364
ENSMUSG00000026791.14	3347	2350	3290	2922	2676	2636
ENSMUSG00000026792.16	8405	6181	8170	7968	7365	7468
ENSMUSG00000026796.16	3837	2947	3896	3829	3627	3502
ENSMUSG00000026797.16	135750	103536	137284	134907	117968	125895
ENSMUSG00000026798.10	1819	1366	1827	1604	1542	1405
ENSMUSG00000026799.15	2222	1469	1932	2021	2014	1808
ENSMUSG00000026803.17	2398	1750	2550	2407	2146	2127
ENSMUSG00000026805.14	379	299	368	344	342	349
ENSMUSG00000026806.15	1199	900	1221	1107	994	952
ENSMUSG00000026807.8	382	266	369	247	250	314
ENSMUSG00000026809.15	98	60	126	98	75	108
ENSMUSG00000026810.12	4846	3319	4455	4297	4208	4010
ENSMUSG00000026811.18	13022	8674	11098	9456	10339	8942
ENSMUSG00000026812.16	16933	12811	17330	17103	15371	15244
ENSMUSG00000026814.16	1383	1774	2305	2781	1614	2086
ENSMUSG00000026815.14	0	0	0	1	0	0
ENSMUSG00000026816.14	3989	3048	4003	3516	3386	3129
ENSMUSG00000026817.14	14222	9938	13390	13424	13231	12286
